,profiles,kw,count
0,punk6529,RT,11
1,,co,6
2,,year,3
3,,NFT,3
4,,art,2
5,,make,2
6,,lot,2
7,,gm,2
8,,reading,2
9,,tweet,2
10,,SEC,2
11,,day,2
12,,XCOPYART,2
13,,punk6529,2
14,,buying,2
15,,gdb,1
16,,common,1
17,,mistake,1
18,,startup,1
19,,serialize,1
20,,subprojects,1
21,,parallelized,1
22,,loomdart,1
23,,NFTs,1
24,,literally,1
25,,crypto,1
26,,native,1
27,,tooling,1
28,,imaginable,1
29,,interesting,1
30,,week,1
31,,coming,1
32,,memes,1
33,,Monday,1
34,,viva_la_vandal,1
35,,Wednesday,1
36,,wynjacks,1
37,,Friday,1
38,,pixelord,1
39,,dmitricherniak,1
40,,people,1
41,,say,1
42,,cryptodickbutts,1
43,,real,1
44,,pull,1
45,,Basquiat,1
46,,Diagram,1
47,,Ankle,1
48,,case,1
49,,htt,1
50,,lopp,1
51,,learn,1
52,,history,1
53,,email,1
54,,many,1
55,,decisions,1
56,,prioritized,1
57,,corporate,1
58,,server,1
59,,admins,1
60,,aut,1
61,,lightchronicler,1
62,,dubhz0,1
63,,docu,1
64,,photography,1
65,,massive,1
66,,Away,1
67,,glamour,1
68,,glitch,1
69,,hype,1
70,,Considered,1
71,,Dialo,1
72,,patrickc,1
73,,later,1
74,,October,1
75,,specifically,1
76,,commencement,1
77,,design,1
78,,Boeing,1
79,,lie,1
80,,closer,1
81,,Wrig,1
82,,help,1
83,,go,1
84,,next,1
85,,explainer,1
86,,thought,1
87,,first,1
88,,approved,1
89,,mint,1
90,,gotten,1
91,,publicity,1
92,,edit,1
93,,understand,1
94,,joke,1
95,,keep,1
96,,ugh,1
97,,ruins,1
98,,ZZbWdBMjKl,1
99,,allowed,1
100,,jokes,1
101,,super,1
102,,crystal,1
103,,clear,1
104,,course,1
105,,approve,1
106,,mints,1
107,,nftnow,1
108,,lose,1
109,,grammatical,1
110,,control,1
111,,newsletter,1
112,,subject,1
113,,today,1
114,,Pnw9hN99l6,1
115,,Dalos,1
116,,Art,1
117,,amigos,1
118,,God,1
119,,typing,1
120,,Owned,1
121,,qaNn3qyXVt,1
122,,Ars0nic,1
123,,Live,1
124,,view,1
125,,romantic,1
126,,dinner,1
127,,gOzR8KRYMu,1
128,,please,1
129,,cancel,1
130,,happy,1
131,,consume,1
132,,bids,1
133,,radicards,1
134,,contract,1
135,,exploited,1
136,,fasc1nate,1
137,,photograph,1
138,,shows,1
139,,Native,1
140,,American,1
141,,man,1
142,,looking,1
143,,newly,1
144,,completed,1
145,,transcontinental,1
146,,railroad,1
147,,Nevada,1
148,,SchorLukas,1
149,,Wow,1
150,,80B,1
151,,worth,1
152,,assets,1
153,,secured,1
154,,Safe,1
155,,oJvRtwe1rw,1
156,,Super,1
157,,thread,1
158,,boomers,1
159,,going,1
160,,tulips,1
161,,huh,1
162,,FHWGXO5PkH,1
163,,nice,1
164,,sentiment,1
165,,see,1
166,,accurate,1
167,,imo,1
168,,big,1
169,,collectors,1
170,,types,1
171,,less,1
172,,well,1
173,,known,1
174,,artists,1
175,,time,1
176,,particularly,1
177,,1s,1
178,,cause,1
179,,timeline,1
180,,excitement,1
181,,way,1
