,profiles,kw,count
0,DrgStefanescu,USDC,2
1,,RT,1
2,,Pegging_Alert,1
3,,USD,1
4,,transferred,1
5,,Treasury,1
6,,Peg,1
7,,Cat,1
8,,Larry,1
9,,Fink,1
10,,wants,1
11,,tokenize,1
12,,everything,1
13,,FTI,1
14,,goes,1
15,,laser,1
16,,eyes,1
17,,next,1
