,profiles,kw,count
0,crush_labs,pabdu,1
1,,pings,1
2,,u,1
3,,follow,1
4,,rt,1
5,,push,1
6,,notifs,1
7,,join,1
8,,discord,1
9,,tg,1
10,,say,1
11,,gm,1
12,,Crush,1
13,,OGs,1
14,,lt,1
15,,Bitcoin,1
16,,Boos,1
