,profiles,kw,count
0,blackwing_fi,story,2
1,,Announcing,1
2,,Quests,1
3,,past,1
4,,months,1
5,,working,1
6,,stealth,1
7,,excited,1
8,,us,1
9,,grassroots,1
10,,community,1
11,,traders,1
12,,introducing,1
13,,new,1
14,,way,1
15,,earn,1
16,,points,1
17,,Galxe,1
18,,co,1
19,,LP9KEXG0og,1
