,profiles,kw,count
0,poordart,RT,21
1,,co,9
2,,KenRoth,4
3,,old,4
4,,utility,4
5,,Gaza,4
6,,year,3
7,,Israel,3
8,,0xbags,2
9,,wants,2
10,,Uyghurs,2
11,,us,2
12,,trading,2
13,,SBF,2
14,,Alameda,2
15,,3AC,2
16,,Kwon,2
17,,FTX,2
18,,trader,2
19,,living,2
20,,always,2
21,,poordart,2
22,,gametheorizing,2
23,,Damn,1
24,,hero,1
25,,Doubt,1
26,,courage,1
27,,age,1
28,,going,1
29,,unimaginably,1
30,,worse,1
31,,across,1
32,,board,1
33,,single,1
34,,thing,1
35,,necessary,1
36,,life,1
37,,destroyed,1
38,,Good,1
39,,morning,1
40,,fellow,1
41,,GBTC,1
42,,haters,1
43,,ZmlQwEObZ3,1
44,,last,1
45,,bull,1
46,,timeline,1
47,,still,1
48,,standing,1
49,,PREACH,1
50,,Eric,1
51,,2qONFTp2cu,1
52,,mehdirhasan,1
53,,sure,1
54,,Hamas,1
55,,anyone,1
56,,justify,1
57,,holding,1
58,,one,1
59,,baby,1
60,,hostage,1
61,,Shocking,1
62,,awful,1
63,,Release,1
64,,inversebrah,1
65,,update,1
66,,Cde2XgInkY,1
67,,vMXq2wKv2d,1
68,,Xi,1
69,,Jinping,1
70,,build,1
71,,bridges,1
72,,Europe,1
73,,might,1
74,,start,1
75,,releasing,1
76,,detained,1
77,,stoppin,1
78,,GwartyGwart,1
79,,Stop,1
80,,building,1
81,,None,1
82,,want,1
83,,pitch,1
84,,token,1
85,,know,1
86,,wh,1
87,,z0nMucbeHT,1
88,,CryptoFinally,1
89,,idk,1
90,,needs,1
91,,hear,1
92,,launch,1
93,,ponzi,1
94,,actually,1
95,,fault,1
96,,consumers,1
97,,yes,1
98,,stupid,1
99,,ggreenwald,1
100,,Data,1
101,,TheEconomist,1
102,,humanitarian,1
103,,crisis,1
104,,horrifying,1
105,,population,1
106,,already,1
107,,promised,1
108,,look,1
109,,charts,1
110,,prices,1
111,,tomorrow,1
112,,hard,1
113,,tho,1
114,,European,1
115,,mind,1
116,,comprehend,1
117,,American,1
118,,bike,1
119,,portable,1
120,,AC,1
121,,eMU5vxoRuk,1
122,,bitfloorsghost,1
123,,eX2oNDTpJx,1
124,,explaining,1
125,,non,1
126,,endorsement,1
127,,International,1
128,,Court,1
129,,Justice,1
130,,genocide,1
131,,case,1
132,,Canada,1
133,,government,1
134,,fuel,1
135,,rekdacted,1
136,,Market,1
137,,showed,1
138,,cock,1
139,,today,1
140,,yanisvaroufakis,1
141,,Let,1
142,,end,1
143,,lie,1
144,,democracy,1
145,,Jews,1
146,,ruthless,1
147,,tyranny,1
148,,frequent,1
149,,electi,1
150,,abierkhatib,1
151,,Protect,1
152,,man,1
153,,UK,1
154,,Aqsa,1
155,,hospital,1
156,,Israeli,1
157,,army,1
158,,fired,1
159,,missile,1
160,,intensive,1
161,,care,1
162,,unit,1
163,,kmoney_69,1
164,,BRO,1
165,,FUCK,1
166,,WANT,1
167,,BUY,1
168,,MUSIC,1
169,,NFT,1
170,,UPLOAD,1
171,,SHIT,1
172,,SPOTIFY,1
173,,DAWG,1
174,,LMFAOOOOOOOOOOOOOOOOOOOOO,1
175,,alon_mizrahi,1
176,,IDF,1
177,,soldier,1
178,,90',1
179,,amazing,1
180,,looks,1
181,,colonialism,1
182,,invokes,1
183,,sa,1
184,,c0rellian,1
185,,Best,1
186,,current,1
187,,severe,1
188,,handicap,1
189,,appropriate,1
190,,caption,1
191,,P,1
192,,amp,1
193,,L,1
194,,screencap,1
195,,ev,1
196,,VCBrags,1
197,,WMuL611n8g,1
198,,CryptoCronkite,1
199,,Imagine,1
200,,reality,1
201,,dunking,1
202,,swhscb0154,1
203,,20mETH,1
204,,prize,1
205,,meme,1
206,,contest,1
207,,gone,1
208,,44k,1
209,,52k,1
210,,guess,1
211,,stay,1
212,,poor,1
213,,c,1
214,,chosen,1
215,,means,1
216,,restore,1
217,,security,1
218,,imposed,1
219,,devastating,1
220,,toll,1
221,,Palestinian,1
222,,civilians,1
